,date,temp_max,temp_min,latitude,longitude,country,region,city,notes,min_mean,min_std,min_extreme,delta_temp_std,event_label,duration
14,2022-11-16,-18.40573999999998,-28.884619999999984,60,60,Russia,,,,-9.078041666666646,7.2296158247811055,-27.15208122861941,-0.2396446524090417,15,2
15,2022-11-26,-20.34219999999999,-27.33798999999999,60,60,Russia,,,,-9.078041666666646,7.2296158247811055,-27.15208122861941,-0.0257148894057881,16,2
16,2023-04-13,-1.0211499999999774,-13.348639999999987,60,60,Russia,,,,-2.9268359444444223,3.248864454603868,-11.048997080954091,-0.7078297513419315,17,3
17,2020-11-18,-7.386449999999968,-15.438499999999976,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,-0.6427467027065367,18,2
18,2021-12-22,-12.773439999999994,-15.575099999999964,50,40,Russia / Ukraine,,,,-4.128870064516106,4.410327227264728,-15.154688132677926,-0.0953244160032034,19,3
19,2022-03-11,-5.982730000000004,-15.836739999999963,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,-0.1495504438097755,20,4
20,2023-11-22,-7.774149999999963,-14.06269999999995,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,-0.3632630962458265,21,2
21,2024-01-13,-17.631539999999973,-26.24476999999999,50,40,Russia / Ukraine,,,,-5.68469032258062,6.020765710348477,-20.736604598451812,-0.9148612762128836,22,2
22,2025-03-01,-5.008699999999976,-18.53807999999998,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,-0.6685728585888164,23,2
23,2020-10-27,19.373320000000035,4.531150000000025,30,-110,Mexico,Sonora,Banamichi,,14.520460064516154,3.2504704047675124,6.3942840525973725,-0.5731890528412938,24,2
24,2021-09-29,24.780970000000025,14.483480000000045,30,-110,Mexico,Sonora,Banamichi,,18.74101126666669,1.5326364224802769,14.909420210465996,-0.2779134073928955,25,2
25,2022-12-14,12.394130000000018,-1.705600000000004,30,-110,Mexico,Sonora,Banamichi,,6.139895032258088,2.927424748786156,-1.1786668397073017,-0.1799988746119581,26,2
26,2023-06-01,28.688440000000018,12.88766000000004,30,-110,Mexico,Sonora,Banamichi,,19.79807355555558,2.150116236166925,14.422782965138268,-0.713972081748909,27,3
27,2025-05-06,22.78958,6.920370000000048,30,-110,Mexico,Sonora,Banamichi,,14.978654354838731,2.3524812391329055,9.097451257006467,-0.9254404331865632,28,2
28,2021-08-27,6.876120000000014,0.7504500000000007,60,-160,United States of America,Alaska,,,6.332252903225829,2.1188482018537007,1.0351323985915766,-0.1343571466528456,29,2
29,2023-04-08,-13.97793999999999,-24.454609999999978,60,-160,United States of America,Alaska,,,-7.2820613888888674,6.409843840786443,-23.306670990854972,-0.1790900118097357,30,2
30,2024-05-09,-2.9273000000000025,-11.387849999999958,60,-160,United States of America,Alaska,,,-0.9094954301075034,2.9939754763376807,-8.394434120951706,-0.9998130922267562,31,2
31,2024-11-29,-18.605759999999975,-25.668389999999988,50,-100,Canada,Manitoba,Winnipeg,,-6.378243066666641,5.620880205549501,-20.43044358054039,-0.9318729857092786,32,2
32,2021-10-30,-11.42228,-17.538239999999973,70,70,Russia,,,,-3.509701225806431,5.205487224234438,-16.523419286392524,-0.1949521091672061,33,2
33,2022-08-28,7.64443,0.5125400000000013,70,70,Russia,,,,8.987168322580667,3.071832876882444,1.3075861303745562,-0.2588181591380827,34,2
34,2024-05-01,-9.663179999999954,-14.928999999999974,70,70,Russia,,,,-4.257687204301051,3.843224856380133,-13.865749345251384,-0.2766558539981049,35,2
35,2020-08-22,24.517800000000022,18.218000000000018,40,50,Azerbijan,,,,26.07288632258067,2.3188543206265337,20.275750521014334,-0.8873996536610074,36,3
36,2021-02-24,0.4834000000000173,-0.62894,40,50,Azerbijan,,,,5.8028602352941405,2.133488656318611,0.4691385944976129,-0.5146868680297442,37,2
37,2025-03-01,2.001550000000009,0.476600000000019,40,50,Azerbijan,,,,7.860908118279592,2.1873607624525464,2.392506212148226,-0.8758985920548493,38,2
38,2020-09-09,10.384360000000015,0.2921400000000176,40,-110,United States of America,Utah,Ouray,,11.663894066666687,3.299571188209849,3.4149660961420665,-0.9464339206563108,39,2
39,2020-10-26,-3.032299999999964,-13.346199999999952,40,-110,United States of America,Utah,Ouray,,4.908241225806473,4.7233369465224015,-6.9001011404995305,-1.3647340709509237,40,2
40,2021-08-20,22.52603000000005,9.622250000000008,40,-110,United States of America,Utah,Ouray,,16.61549890322583,2.5182839850432734,10.319788940617649,-0.2769897854096285,41,2
41,2022-02-24,-7.998940000000005,-23.57833999999997,40,-110,United States of America,Utah,Ouray,,-6.870441705882331,5.070397782303261,-19.54643616164048,-0.7951849167399981,42,3
42,2022-12-16,-7.326819999999998,-19.084479999999985,40,-110,United States of America,Utah,Ouray,,-6.545369677419331,4.385621668962629,-17.509423849825904,-0.3591409084191805,43,4
43,2022-08-30,-10.728099999999984,-14.515079999999957,80,-60,Greenland,,,northern Greenland,-4.574396838709653,3.7943497965133592,-14.060271329993052,-0.1198647184360361,44,2
44,2020-10-29,-8.19766999999996,-13.345299999999952,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,-0.1218481464806087,45,2
45,2021-01-25,-42.46439999999998,-46.95584999999997,60,90,Russia,,,,-21.10828209677417,9.420485443920285,-44.65949570657488,-0.2437617792729664,46,2
46,2021-03-01,-22.359429999999975,-30.425479999999965,60,90,Russia,,,,-11.022741236559115,7.02257152617242,-28.579170051990168,-0.2629108071208366,47,3
47,2022-08-29,12.356650000000002,3.304830000000038,60,90,Russia,,,,12.574462193548412,2.7674617817929787,5.655807739065965,-0.8495068493927961,48,2
48,2022-11-25,-26.05467999999999,-33.90913999999998,60,90,Russia,,,,-12.090046999999975,8.449187350345907,-33.21301537586474,-0.0823895358536153,49,2
49,2023-10-30,-8.265259999999955,-14.838169999999993,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,-0.4547476251484672,50,2
50,2023-04-04,12.380580000000007,0.3866200000000503,40,80,China,,,,9.594877222222246,3.602954574975741,0.5874907847828936,-0.0557516839590451,51,4
51,2023-05-05,10.33352000000002,0.6661000000000286,40,80,China,,,,15.542098817204328,3.859446035134914,5.893483729367041,-1.354438870702925,52,4
52,2024-09-28,14.627340000000004,6.2900600000000395,40,80,China,,,,14.740192000000022,3.2262116907576304,6.674662773105945,-0.119211883773066,53,3
53,2020-01-09,4.6375000000000455,-6.013679999999965,30,80,India,,,northern,0.168450967741959,2.2434551082683325,-5.440186802928872,-0.2556294507331412,54,2
54,2020-07-23,21.104640000000018,15.422660000000008,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,-0.3976550381611098,55,2
55,2020-09-27,21.084000000000003,10.591420000000028,30,80,India,,,northern,15.690255400000025,1.7588270868144642,11.293187682963865,-0.3989975411595791,56,3
56,2021-07-02,22.123440000000016,15.466760000000022,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,-0.3439055424634218,57,4
57,2023-08-27,22.287000000000035,15.282250000000031,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,-0.21249303386628,58,5
58,2020-10-30,-7.496739999999988,-17.94993999999997,60,100,Russia,,,,-3.299354193548365,4.298044452042532,-14.044465323654697,-0.908663165288879,59,2
59,2021-03-01,-23.542329999999964,-36.09735999999998,60,100,Russia,,,,-14.628404247311806,7.411350796983854,-33.15678123977144,-0.3967669107533335,60,4
60,2022-08-29,9.173270000000002,2.494380000000035,60,100,Russia,,,,11.681877032258086,2.7358545526804416,4.842240650556982,-0.8581818241238887,61,2
61,2022-11-26,-33.31921999999997,-39.451269999999965,60,100,Russia,,,,-15.410653999999976,8.54380249233318,-36.77016023083293,-0.313807554841412,62,2
62,2020-09-08,26.58390000000003,5.887020000000007,40,-100,United States of America,Nebraska / Kansas,,,16.247905133333358,3.766118210526596,6.832609607016867,-0.2510780475169002,63,3
63,2020-10-26,-2.9074999999999704,-8.416499999999985,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,-0.6678081050927176,64,2
64,2021-02-15,-18.30995999999999,-27.99321999999998,40,-100,United States of America,Nebraska / Kansas,,,-5.435570470588213,6.838362748836473,-22.531477342679395,-0.7986915666692125,65,2
65,2022-12-22,-7.014700000000005,-23.47715999999997,40,-100,United States of America,Nebraska / Kansas,,,-2.421941548387074,4.369309388179401,-13.345215018835578,-2.318889344063172,66,3
66,2023-01-30,-14.803079999999966,-23.47262999999998,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,-0.4032853149035228,67,2
67,2023-10-30,8.69583,-5.984780000000001,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,-0.2192293597055268,68,2
68,2024-01-13,-16.72103999999996,-22.659159999999986,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,-0.2670163458372694,69,4
69,2020-12-24,-5.809640000000002,-22.471039999999988,40,40,Turkiye,,,,-7.339053677419333,5.923042735679065,-22.146660516616997,-0.0547656834263583,70,2
70,2023-11-21,-0.6699299999999653,-14.18259999999998,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,-0.3949018674880405,71,2
71,2024-11-26,-4.012999999999977,-14.85012999999998,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,-0.5508550259649896,72,5
72,2024-12-03,-8.746129999999994,-24.21751999999998,40,40,Turkiye,,,,-7.339053677419333,5.923042735679065,-22.146660516616997,-0.3496276450798835,73,2
73,2025-04-12,-1.183779999999956,-11.53753999999998,40,40,Turkiye,,,,0.0651310555555773,3.800738175853243,-9.436714384077533,-0.5527414725037788,74,2
74,2020-04-01,-1.772199999999998,-12.845069999999964,50,-110,Canada,Alberta / Saskatchewan,Calgary,,-0.3088632777777526,4.7134352365535,-12.092451369161504,-0.1596751823387269,75,3
75,2020-10-22,-4.1559199999999805,-14.414899999999989,50,-110,Canada,Alberta / Saskatchewan,Calgary,,3.5522427741935703,6.5368267449505435,-12.78982408818279,-0.248603179374841,76,2
76,2024-01-12,-25.79786999999999,-32.57788999999997,50,-110,Canada,Alberta / Saskatchewan,Calgary,,-9.557591827956966,9.18792163849986,-32.527395924206616,-0.0054957016156699,77,2
77,2021-10-30,-3.9806299999999624,-10.38391999999999,70,60,Russia,,,,0.1315215483871178,3.520988708379035,-8.67095022256047,-0.4865024910085899,78,2
78,2021-12-30,-21.624199999999973,-28.526279999999986,70,60,Russia,,,,-11.462951483870944,6.077053885321383,-26.6555861971744,-0.3078290629188084,79,2
79,2024-05-01,-9.387239999999965,-15.768839999999956,70,60,Russia,,,,-3.477190913978471,3.374177293126665,-11.912634146795137,-1.1428581008650809,80,2
80,2024-05-05,-8.129859999999951,-13.06223,70,60,Russia,,,,-3.477190913978471,3.374177293126665,-11.912634146795137,-0.3407040452636072,81,2
81,2024-07-18,4.261000000000024,-1.5767599999999788,70,60,Russia,,,,6.425592413793125,3.045618840694824,-1.1884546879439355,-0.1274963586603817,82,2
82,2023-04-01,18.171600000000012,5.009420000000034,30,40,Saudi Arabia,,,,14.896529888888912,3.596125883180304,5.906215180938151,-0.2493781391615297,83,2
83,2024-10-23,20.536950000000047,9.326440000000048,30,40,Saudi Arabia,,,,16.967839935483894,2.848215689180307,9.847300712533126,-0.1828726365463487,84,3
84,2021-08-22,-0.9252999999999928,-5.1396499999999605,80,20,Norway,Svalbar,,,-0.3266910322580422,1.8850160398484528,-5.039231131879173,-0.0532721557790353,85,2
85,2022-08-29,-2.2399999999999523,-5.307399999999973,80,20,Norway,Svalbar,,,-0.3266910322580422,1.8850160398484528,-5.039231131879173,-0.1422634409744115,86,3
86,2023-06-01,-4.506869999999992,-6.2809199999999805,80,20,Norway,Svalbar,,,-2.120176722222198,1.6304852527829936,-6.196389854179682,-0.0518435512839007,87,2
87,2020-11-24,24.10638,10.318380000000047,20,0,Mali,,,,17.115947466666686,2.5835757816462386,10.657008012551088,-0.1310695103107327,88,3
88,2022-05-02,34.44735000000003,18.73416000000003,20,0,Mali,,,,26.701159193548406,2.6216176095904,20.147115169572405,-0.5389631059859769,89,3
89,2025-06-03,38.6739,22.85653000000002,20,0,Mali,,,,28.566245833333355,2.07535280764174,23.377863814229,-0.251202500273377,90,2
90,2020-02-24,21.495480000000043,8.948080000000004,-30,30,South Africa / Lesotho,,Durban,,15.609399058823552,1.8402700091142232,11.008724036037991,-1.1197509201542857,91,2
91,2020-02-28,15.616300000000024,10.993370000000027,-30,30,South Africa / Lesotho,,Durban,,15.609399058823552,1.8402700091142232,11.008724036037991,-0.008343360464454,92,2
92,2020-05-27,13.01230000000004,1.5776299999999992,-30,30,South Africa / Lesotho,,Durban,,7.975196344086044,2.5137392022563936,1.6908483384450594,-0.0450398109491361,93,2
93,2021-08-28,8.738500000000045,-1.146699999999953,-30,30,South Africa / Lesotho,,Durban,,5.800367870967764,2.648761993127666,-0.8215371118513994,-0.1227603268969441,94,2
94,2021-12-17,11.505330000000017,8.794640000000015,-30,30,South Africa / Lesotho,,Durban,,14.49596593548389,2.2030292122485333,8.988392904862556,-0.087948404762543,95,2
95,2022-04-26,16.311270000000036,3.837730000000022,-30,30,South Africa / Lesotho,,Durban,,11.419669722222247,2.536218890101293,5.079122496969017,-0.4894658350720728,96,2
96,2023-04-30,32.057500000000005,21.914240000000007,20,80,Inda,,Nagpur,,26.597930000000023,1.7973559193524482,22.104540201618903,-0.1058778617912571,97,4
97,2025-03-06,32.80328000000003,17.087060000000008,20,80,Inda,,Nagpur,,22.811523978494645,2.0478509361477917,17.691896638125165,-0.2953518869214738,98,2
98,2021-01-03,-30.91964999999999,-38.247799999999984,50,80,Kazakhstan,,Semey,,-15.933863978494603,7.807499100113477,-35.452611728778294,-0.3580132684461102,99,3
99,2021-07-15,19.735929999999996,9.998500000000035,50,80,Kazakhstan,,Semey,,16.677318678160944,2.0100271082829546,11.652250907453556,-0.8227505493029001,100,2
100,2022-11-26,-18.639179999999985,-31.031349999999975,50,80,Kazakhstan,,Semey,,-7.046176066666644,7.837351823427076,-26.639555625234333,-0.5603671334031322,101,4
101,2023-05-02,6.151180000000011,-2.346799999999974,50,80,Kazakhstan,,Semey,,9.06140107526884,4.357019328458753,-1.831147245878043,-0.1183498890523254,102,2
102,2024-02-20,-25.063829999999967,-38.346749999999986,50,80,Kazakhstan,,Semey,,-15.25152988235292,7.693184239515839,-34.484490481142515,-0.5020365298180532,103,3
103,2021-09-25,-2.9393399999999588,-8.135400000000004,70,-160,United States of America,Alaska,Wainwright,,0.7699101333333582,3.2338797311739924,-7.314789194601623,-0.2537542746218566,104,2
104,2021-10-30,-11.976999999999975,-23.441579999999988,70,-160,United States of America,Alaska,Wainwright,,-7.868464258064493,5.401487670080687,-21.372183433266212,-0.3831160400858349,105,2
105,2021-11-29,-29.434999999999977,-37.19151999999997,70,-160,United States of America,Alaska,Wainwright,,-16.451633666666645,7.516312124028601,-35.24241397673815,-0.2593168020565298,106,2
106,2024-05-05,-11.892459999999971,-15.48635999999999,70,-160,United States of America,Alaska,Wainwright,,-4.782188494623633,4.0547559661792,-14.919078410071634,-0.1399052358909052,107,2
107,2021-02-23,-21.80568999999997,-25.60621999999998,50,50,Kazakhstan,,,,-9.106230176470564,6.509121866400734,-25.3790348424724,-0.0349025816677791,108,3
108,2021-03-11,-13.525199999999984,-19.614839999999987,50,50,Kazakhstan,,,,-3.629784677419331,5.693897430840785,-17.864528254521293,-0.3074013479762025,109,3
109,2022-03-13,-8.678349999999966,-17.890509999999978,50,50,Kazakhstan,,,,-3.629784677419331,5.693897430840785,-17.864528254521293,-0.0045630863207959,110,2
110,2023-01-09,-19.11753999999999,-23.984999999999985,50,50,Kazakhstan,,,,-8.771106989247286,6.079638504885824,-23.970203251461847,-0.0024338204526876,111,3
111,2020-09-29,24.597800000000007,10.974540000000047,30,-100,United States of America,Texas,San Antonio,,20.408629466666692,2.695012082062987,13.671099261509225,-1.0005740899851574,112,2
112,2020-10-27,7.086200000000019,1.7352500000000075,30,-100,United States of America,Texas,San Antonio,,16.338893806451633,4.04671974599827,6.222094441455958,-1.108760853996107,113,2
113,2021-06-04,24.07080000000002,17.3168,30,-100,United States of America,Texas,San Antonio,,21.790753222222243,1.7362772512455822,17.450060094108288,-0.076750469438385,114,2
114,2022-12-23,-1.9898399999999583,-10.709329999999966,30,-100,United States of America,Texas,San Antonio,,8.55964367741938,5.342677617452078,-4.797050366210815,-1.106613585382065,115,2
115,2023-06-04,27.815150000000017,16.773770000000013,30,-100,United States of America,Texas,San Antonio,,21.790753222222243,1.7362772512455822,17.450060094108288,-0.3895058197779837,116,3
116,2023-10-30,8.508450000000039,1.9038300000000277,30,-100,United States of America,Texas,San Antonio,,16.338893806451633,4.04671974599827,6.222094441455958,-1.0671024218383758,117,2
117,2024-01-15,4.911460000000034,-7.086770000000001,30,-100,United States of America,Texas,San Antonio,,5.254645376344109,4.855729178224599,-6.884677569217389,-0.0416193785454286,118,2
118,2025-04-06,13.839530000000025,2.8425000000000296,30,-100,United States of America,Texas,San Antonio,,15.004689944444468,3.857458214644157,5.3610444078340755,-0.6529025766948915,119,2
119,2021-01-23,-37.26321999999999,-41.89979999999997,60,70,Russia,,,,-18.59887639784944,8.362640936869065,-39.5054787400221,-0.2863116183096933,120,2
120,2022-03-10,-18.93805999999998,-27.636389999999977,60,70,Russia,,,,-9.77380440860213,7.05810788435058,-27.41907411947858,-0.0307895379444731,121,2
121,2022-11-25,-21.373039999999975,-34.00483999999997,60,70,Russia,,,,-9.594972066666644,7.756968599449793,-28.98739356529113,-0.6468308296445515,122,2
122,2023-04-06,1.4323400000000106,-18.118769999999984,60,70,Russia,,,,-3.985649888888868,5.281905452187923,-17.190413519358675,-0.1757616619693099,123,2
123,2021-04-06,32.05630000000002,15.391500000000008,20,50,Saudi Arabia,,,,22.2764637777778,2.7081827368869043,15.50600693556054,-0.0422818349740165,124,2
124,2022-01-21,13.272500000000036,2.3317800000000375,30,30,Egypt,,Cairo,,7.802349838709699,2.182179958938773,2.346899941362766,-0.0069288242249652,125,2
125,2020-11-30,26.42153000000002,19.607870000000048,0,100,Malaysia / Singapore,,,,21.13867093333336,0.6085772782011725,19.617227737830422,-0.0153764167108468,126,4
126,2021-07-15,27.69045,17.713340000000017,0,100,Malaysia / Singapore,,,,20.603758735632205,0.7761253484808087,18.66344536443018,-1.224164841787355,127,2
127,2022-02-19,29.0496,18.729900000000043,0,100,Malaysia / Singapore,,,,20.988412705882375,0.7943630841223064,19.002504995576608,-0.3431743002984164,128,2
128,2022-03-23,27.96816000000001,18.80038000000002,0,100,Malaysia / Singapore,,,,21.13215241935486,0.7700640747577373,19.20699223246052,-0.5280238953991248,129,5
129,2022-04-01,29.21523000000002,19.04012,0,100,Malaysia / Singapore,,,,21.541977166666687,0.6288149898584631,19.969939692020528,-1.47868563411603,130,2
130,2023-02-06,28.239280000000008,18.851220000000012,0,100,Malaysia / Singapore,,,,20.988412705882375,0.7943630841223064,19.002504995576608,-0.1904481698614569,131,3
131,2023-09-25,26.89993000000004,18.27432000000005,0,100,Malaysia / Singapore,,,,20.908883800000023,0.6392510957841995,19.310756060539525,-1.6213285630242538,132,2
132,2020-02-09,-3.15616,-14.776700000000003,40,30,Turkiye,,Istanbul / Bursa,,-2.767292411764684,4.590885444631657,-14.244506023343826,-0.1159240375467215,133,2
133,2020-06-03,17.06573000000003,5.313260000000014,40,30,Turkiye,,Istanbul / Bursa,,13.03057361111113,2.5690070345591236,6.608056024713321,-0.5040064146556575,134,2
134,2021-01-18,-5.214639999999974,-22.44850999999997,40,30,Turkiye,,Istanbul / Bursa,,-2.947084731182773,5.400835810273651,-16.4491742568669,-1.1108161688087117,135,3
135,2021-06-05,16.797799999999995,6.299340000000029,40,30,Turkiye,,Istanbul / Bursa,,13.03057361111113,2.5690070345591236,6.608056024713321,-0.1201693964089402,136,2
136,2021-10-26,14.256560000000036,0.4519999999999982,40,30,Turkiye,,Istanbul / Bursa,,8.21154954838712,3.042340693927149,0.6056978135692486,-0.0505195929818275,137,2
137,2021-12-24,2.8650800000000345,-10.043199999999956,40,30,Turkiye,,Istanbul / Bursa,,0.8617686451613152,3.2097582230316943,-7.162626912417921,-0.8974423889352214,138,2
138,2022-01-24,-4.970370000000003,-19.64227999999997,40,30,Turkiye,,Istanbul / Bursa,,-2.947084731182773,5.400835810273651,-16.4491742568669,-0.5912243688391782,139,2
139,2022-01-27,-1.6159999999999854,-17.229529999999983,40,30,Turkiye,,Istanbul / Bursa,,-2.947084731182773,5.400835810273651,-16.4491742568669,-0.1444879590023202,140,2
140,2022-03-11,-2.544399999999996,-11.04962999999998,40,30,Turkiye,,Istanbul / Bursa,,-0.0440211290322351,3.8418346788694033,-9.648607826205742,-0.3646752895172828,141,2
141,2022-09-25,24.184320000000017,4.320640000000026,40,30,Turkiye,,Istanbul / Bursa,,12.899469066666692,3.0186755559867433,5.3527801766998335,-0.3419182212718525,142,2
142,2021-03-01,-13.527499999999977,-31.412709999999976,50,140,Russia,,,,-13.50252440860213,6.611832034601664,-30.03210449510629,-0.2088083148011885,143,2
143,2021-10-17,-2.8839799999999514,-13.990239999999972,50,140,Russia,,,,-0.6173634193548185,3.519510934131247,-9.416140754682935,-1.2996405838546152,144,2
144,2023-11-29,-15.858439999999971,-27.863639999999975,50,140,Russia,,,,-10.082559266666642,5.684047799273359,-24.29267876485004,-0.6282426470105408,145,2
145,2022-11-26,-35.82954999999998,-42.482519999999965,60,130,Russia,,,,-22.391042533333312,7.52979973687663,-41.215541875524885,-0.1682618620346767,146,2
146,2020-01-03,29.20846,17.241420000000005,10,0,Ghana,,,,20.950086774193572,1.3236118067013722,17.641057257440142,-0.3019293537703396,147,2
147,2020-10-29,33.07656000000003,19.748130000000003,10,0,Ghana,,,,22.96484303225809,0.9942227709671406,20.47928610484024,-0.7354047062601458,148,2
148,2021-03-31,39.699730000000045,22.222200000000043,10,0,Ghana,,,,26.959516182795717,1.7698377865818409,22.534921716341117,-0.1766951291875429,149,4
149,2022-05-24,32.36242000000004,22.62106,10,0,Ghana,,,,26.319492043010772,1.0841251616099503,23.609179138985898,-0.9114437834082908,150,2
150,2022-10-28,33.757600000000025,20.080039999999997,10,0,Ghana,,,,22.96484303225809,0.9942227709671406,20.47928610484024,-0.4015660438473702,151,2
151,2022-07-11,29.368550000000027,19.40780000000001,0,10,Gabon,,Libreville,,22.269984827586228,0.7463446681058876,20.404123157321507,-1.3349370604469102,152,2
152,2023-04-28,28.582480000000032,15.676050000000032,-10,20,Angola,,,,17.99586466666669,0.8605604357278495,15.844463577347067,-0.1957022079507913,153,3
153,2022-02-01,17.096640000000036,0.6141600000000267,20,20,Chad,,,,8.221297882352966,2.5021125235989095,1.9660165733556916,-0.5402860825024864,154,2
154,2022-03-17,21.08196000000004,4.515280000000018,20,20,Chad,,,,13.5468848387097,3.4317884298621,4.967413764054449,-0.1317487290650369,155,2
155,2021-01-17,-4.76989999999995,-18.488579999999985,50,20,Polad,,Warsaw,,-2.5582059139784716,4.432640949275014,-13.639808287166009,-1.0938787436927466,156,2
156,2021-02-11,-7.29535999999996,-13.393299999999954,50,20,Polad,,Warsaw,,-1.4955180588235075,4.523776032177205,-12.80495813926652,-0.1300554794376673,157,3
157,2021-02-15,-5.809669999999983,-14.952549999999974,50,20,Polad,,Warsaw,,-1.4955180588235075,4.523776032177205,-12.80495813926652,-0.4747343470273131,158,2
158,2022-12-13,-3.080479999999966,-15.56644,50,20,Polad,,Warsaw,,-1.90533245161288,4.343937966491512,-12.76517736784166,-0.6448670892095745,159,2
159,2022-12-18,-5.742199999999968,-15.863839999999982,50,20,Polad,,Warsaw,,-1.90533245161288,4.343937966491512,-12.76517736784166,-0.7133303136603104,160,2
160,2023-11-29,-2.940650000000005,-8.984049999999968,50,20,Polad,,Warsaw,,1.2814488000000206,3.5495428178233004,-7.59240824455823,-0.3920622533284834,161,2
161,2024-01-08,-10.224099999999964,-19.50703999999999,50,20,Polad,,Warsaw,,-2.5582059139784716,4.432640949275014,-13.639808287166009,-1.3236424470142574,162,4
162,2020-09-29,-2.5224399999999605,-8.05359999999996,70,-80,Canada,Nunavut,,,-0.4103535333333089,3.0242836619822984,-7.971062688289055,-0.0272915245181748,163,2
163,2025-04-01,-18.48211999999998,-29.528449999999964,60,-70,Canada,Quebec,,,-11.023992888888866,6.4830026092327735,-27.2314994119708,-0.3543035112708363,164,4
164,2021-01-05,-11.376999999999953,-24.06440999999998,40,110,China,,,,-12.619250430107504,4.195565968703838,-23.1081653518671,-0.2279179150717296,165,3
165,2022-11-28,-7.234780000000001,-18.192859999999968,40,110,China,,,,-4.732344666666645,5.253409763145996,-17.865869074531634,-0.0622435599374444,166,3
166,2023-01-23,-16.00494999999995,-24.984729999999985,40,110,China,,,,-12.619250430107504,4.195565968703838,-23.1081653518671,-0.4472733028465818,167,2
167,2023-12-19,-16.244100000000003,-28.288059999999973,40,110,China,,,,-13.39706690322578,5.400777397246126,-26.899010396341097,-0.2571943817508858,168,3
